"","datetime","city","country","shape"
"10165",NA,"mead","us","circle"
"7735",0010-07-20,"meath (ireland)",NA,"circle"
"41269",NA,"mecapalapa (mexico)",NA,"circle"
"61387",0007-11-20,"mechanicsburg","us","circle"
"1650",NA,"mechanicsville","us","circle"
"53914",NA,"mechanicsville","us","circle"
"46825",NA,"mechanicville","us","circle"
"13217",0011-02-20,"medford","us","circle"
"21951",0012-02-20,"medford","us","circle"
"22581",NA,"medford","us","circle"
"24616",0012-03-20,"medford","us","circle"
"51890",0006-10-20,"medford","us","circle"
"63369",NA,"medford","us","circle"
"71208",0007-09-20,"medford","us","circle"
"19728",0012-12-20,"media","us","circle"
"16177",NA,"medicine park","us","circle"
"37537",NA,"medina","us","circle"
"81315",0009-11-20,"medina","us","circle"
"34716",NA,"medway","us","circle"
"38149",NA,"melborune",NA,"circle"
"41502",NA,"melbourne","us","circle"
"11586",NA,"melbourne (australia)","au","circle"
"21900",NA,"melbourne (australia)","au","circle"
"21915",0012-02-20,"melbourne (australia)","au","circle"
"60466",0006-08-20,"melbourne (australia)","au","circle"
"88945",0009-09-20,"melbourne (australia)","au","circle"
"43891",NA,"melbourne (vic&#44 australia)","au","circle"
"60724",0006-09-20,"melbourne (vic&#44 australia)","au","circle"
"63865",NA,"melbourne (vic&#44 australia)","au","circle"
"82926",NA,"melbourne beach","us","circle"
"2645",NA,"melksham&#44 wiltshire (uk/england)",NA,"circle"
"82294",NA,"melrose","us","circle"
"29959",NA,"melrose park","us","circle"
"3528",NA,"memphis","us","circle"
"10297",NA,"memphis","us","circle"
"13085",NA,"memphis","us","circle"
"13597",NA,"memphis","us","circle"
"19748",0012-12-20,"memphis","us","circle"
"20178",NA,"memphis","us","circle"
"28278",0001-09-20,"memphis","us","circle"
"34717",NA,"memphis","us","circle"
"12512",0001-01-20,"mena","us","circle"
"51922",0006-11-19,"menasha","us","circle"
"72279",0008-01-20,"mendoza san rafael (argentina)",NA,"circle"
"25244",0012-05-20,"menifee","us","circle"
"32803",0002-05-20,"menifee","us","circle"
"83290",NA,"menomonie","us","circle"
"83293",NA,"menomonie","us","circle"
"16915",0011-06-20,"mentor","us","circle"
"59908",0006-05-20,"mentor","us","circle"
"34766",NA,"merced","us","circle"
"53145",0006-01-19,"merced","us","circle"
"80713",0008-09-20,"merced","us","circle"
"80715",0008-09-20,"merced","us","circle"
"13350",0001-12-20,"meriden","us","circle"
"62005",0007-01-20,"meriden","us","circle"
"68266",0007-03-20,"meriden","us","circle"
"82659",NA,"meridian","us","circle"
"5513",NA,"meritt island",NA,"circle"
"29368",NA,"merlin","us","circle"
"32505",0002-03-20,"merlin","us","circle"
"17439",0011-07-20,"merrillville/schererville",NA,"circle"
"33867",0003-11-20,"merrimack","us","circle"
"5694",NA,"merritt island","us","circle"
"19433",0012-01-20,"merritt island","us","circle"
"23954",NA,"merritt island","us","circle"
"2293",NA,"mesa","us","circle"
"18309",0011-09-20,"mesa","us","circle"
"24105",NA,"mesa","us","circle"
"27673",0001-06-20,"mesa","us","circle"
"27674",0001-06-20,"mesa","us","circle"
"33795",0003-10-20,"mesa","us","circle"
"36407",NA,"mesa","us","circle"
"46435",0005-01-20,"mesa","us","circle"
"47305",NA,"mesa","us","circle"
"47530",NA,"mesa","us","circle"
"49847",NA,"mesa","us","circle"
"51539",0005-09-20,"mesa","us","circle"
"66056",NA,"mesa","us","circle"
"69668",0007-04-20,"mesa","us","circle"
"73925",NA,"mesa","us","circle"
"81124",0009-11-20,"mesa","us","circle"
"85173",0009-02-20,"mesa","us","circle"
"85440",NA,"mesa","us","circle"
"88202",0009-06-20,"mesa","us","circle"
"5618",NA,"mesquite","us","circle"
"47174",NA,"mesquite","us","circle"
"62818",NA,"mesquite","us","circle"
"8694",0011-10-20,"metairie","us","circle"
"29855",NA,"metairie","us","circle"
"48871",NA,"mettacahonts","us","circle"
"19389",0012-01-20,"mexicali (baja california) (mexico)",NA,"circle"
"61450",0007-01-19,"mexicali&#44 baja california (mexico)",NA,"circle"
"46531",0005-12-20,"mexico",NA,"circle"
"37524",NA,"mexico beach","us","circle"
"33069",0002-07-19,"mexico city (mexico)",NA,"circle"
"4320",NA,"miami","us","circle"
"7474",0010-06-20,"miami","us","circle"
"13467",0011-02-20,"miami","us","circle"
"14209",NA,"miami","us","circle"
"21121",NA,"miami","us","circle"
"22191",NA,"miami","us","circle"
"22411",NA,"miami","us","circle"
"24048",NA,"miami","us","circle"
"31117",0002-02-20,"miami","us","circle"
"31240",NA,"miami","us","circle"
"32284",NA,"miami","us","circle"
"32807",0002-05-20,"miami","us","circle"
"34276",0003-01-20,"miami","us","circle"
"35388",NA,"miami","us","circle"
"37675",NA,"miami","us","circle"
"37719",NA,"miami","us","circle"
"40211",0004-01-20,"miami","us","circle"
"43056",NA,"miami","us","circle"
"45139",0004-06-20,"miami","us","circle"
"45478",0004-08-20,"miami","us","circle"
"49310",NA,"miami","us","circle"
"53342",0006-01-20,"miami","us","circle"
"60090",0006-06-20,"miami","us","circle"
"60091",0006-06-20,"miami","us","circle"
"70014",0007-05-20,"miami","us","circle"
"71399",0008-10-20,"miami","us","circle"
"85699",NA,"miami","us","circle"
"88090",0009-05-20,"miami","us","circle"
"1133",0010-12-20,"miami (kendall)","us","circle"
"32352",NA,"miami beach","us","circle"
"36508",0003-02-19,"miami beach","us","circle"
"53922",NA,"miami springs","us","circle"
"22003",NA,"micco","us","circle"
"82688",NA,"middle river","us","circle"
"67133",NA,"middle village","us","circle"
"44941",0004-05-20,"middleburg","us","circle"
"70117",0007-05-20,"middlebury","us","circle"
"76744",NA,"middlesboro","us","circle"
"40432",0004-12-20,"middlesbrough (uk/england)","gb","circle"
"35378",NA,"middlesex","us","circle"
"52156",0006-01-19,"middlesex","us","circle"
"61842",0007-01-20,"middleton/golwa (australia)",NA,"circle"
"15857",0011-03-20,"middletown","us","circle"
"20279",NA,"middletown","us","circle"
"22171",NA,"middletown","us","circle"
"69364",0007-04-20,"middletown","us","circle"
"75711",NA,"middletown","us","circle"
"87094",NA,"middletown","us","circle"
"61297",0007-11-20,"midland","us","circle"
"86319",NA,"midland","us","circle"
"10128",NA,"midlothian","us","circle"
"23610",NA,"midlothian","us","circle"
"68315",0007-03-20,"midlothian","us","circle"
"50638",0005-04-20,"mifflinburg","us","circle"
"56538",NA,"milan","us","circle"
"78545",NA,"milan","us","circle"
"79860",0008-06-20,"milan","us","circle"
"84877",NA,"milan","us","circle"
"1563",NA,"milford","us","circle"
"3938",NA,"milford","us","circle"
"5104",NA,"milford","us","circle"
"14295",NA,"milford","us","circle"
"25265",0012-05-20,"milford","us","circle"
"30514",NA,"milford","us","circle"
"35511",NA,"milford","us","circle"
"41936",NA,"milford","us","circle"
"50541",0005-03-20,"milford","us","circle"
"55275",NA,"milford","us","circle"
"59461",0006-03-20,"milford","us","circle"
"63676",NA,"milford","us","circle"
"73201",NA,"milford","us","circle"
"15886",0011-04-19,"milford haven (uk/england)","gb","circle"
"40718",NA,"milford/milton (between; heading parallel to rout..)",NA,"circle"
"76508",NA,"mill hall","us","circle"
"26888",NA,"mill valley","us","circle"
"40049",0004-01-19,"mill valley","us","circle"
"86348",NA,"millbrae","us","circle"
"80981",0009-10-20,"millbrook (canada)","ca","circle"
"38439",0003-03-20,"millersville","us","circle"
"20280",NA,"millington","us","circle"
"79758",0008-06-20,"millington","us","circle"
"56292",NA,"millinocket (near)","us","circle"
"74608",NA,"millis","us","circle"
"59510",0006-03-20,"mills","us","circle"
"7067",0010-04-20,"millstone township",NA,"circle"
"16459",NA,"millville","us","circle"
"82523",NA,"milon keynes (uk/england)",NA,"circle"
"4536",NA,"milpitas","us","circle"
"24464",NA,"milpitas","us","circle"
"36670",NA,"milpitas","us","circle"
"43924",NA,"milpitas","us","circle"
"54566",NA,"milton","us","circle"
"11934",NA,"milton (canada)","ca","circle"
"18961",0012-11-19,"milton (canada)","ca","circle"
"24821",0012-04-20,"milton (near banbury) (uk/england)","gb","circle"
"29332",NA,"miltona","us","circle"
"2829",NA,"milwaukee","us","circle"
"5084",NA,"milwaukee","us","circle"
"32914",0002-06-20,"milwaukee","us","circle"
"34614",NA,"milwaukee","us","circle"
"37512",NA,"milwaukee","us","circle"
"49270",NA,"milwaukee","us","circle"
"74090",NA,"milwaukie","us","circle"
"80825",0009-10-20,"minden","us","circle"
"78351",NA,"minden (canada)","ca","circle"
"44805",0004-05-19,"mineola","us","circle"
"70050",0007-05-20,"minersville","us","circle"
"5955",NA,"mingo","us","circle"
"19957",NA,"minneapolis","us","circle"
"48089",NA,"minneapolis","us","circle"
"49602",NA,"minneapolis","us","circle"
"49977",NA,"minneapolis","us","circle"
"49994",NA,"minneapolis","us","circle"
"75198",NA,"minneapolis","us","circle"
"75208",NA,"minneapolis","us","circle"
"80092",0008-07-20,"minneapolis","us","circle"
"82939",NA,"minneapolis","us","circle"
"45136",0004-06-20,"minneapolis (northeast of)","us","circle"
"36172",NA,"minnedosa (canada)","ca","circle"
"41520",NA,"minnetonka","us","circle"
"43650",NA,"minnetonka","us","circle"
"8401",0001-10-20,"mio","us","circle"
"61508",0007-01-19,"mishawaka","us","circle"
"62041",0007-12-19,"mishawaka","us","circle"
"83848",NA,"mishawaka","us","circle"
"47552",NA,"mission","us","circle"
"6735",0010-03-20,"mission (canada)","ca","circle"
"24933",NA,"mission viejo","us","circle"
"74293",NA,"mission viejo","us","circle"
"84506",NA,"mission viejo/trabuco canyon",NA,"circle"
"8642",0011-10-20,"mississauga (canada)","ca","circle"
"9114",0011-01-20,"mississauga (canada)","ca","circle"
"64771",NA,"mississauga (canada)","ca","circle"
"67206",NA,"mississauga (canada)","ca","circle"
"87621",0009-03-20,"mississauga (canada)","ca","circle"
"52292",0006-01-19,"mississippi (rural; hitchhiking)",NA,"circle"
"2804",NA,"missoula","us","circle"
"22499",NA,"missouri (from passenger train)",NA,"circle"
"15018",NA,"mitchell","us","circle"
"77685",NA,"mitchell","us","circle"
"22034",NA,"mm 110",NA,"circle"
"7575",0010-07-19,"mm82/mm83 (between&#44 on i-80)",NA,"circle"
"57993",NA,"moab","us","circle"
"30236",NA,"mobile","us","circle"
"23177",NA,"mocksville","us","circle"
"6981",0010-04-20,"modesto","us","circle"
"11491",NA,"modesto","us","circle"
"11494",NA,"modesto","us","circle"
"12678",0001-01-20,"modesto","us","circle"
"37089",NA,"modesto","us","circle"
"60894",0007-10-19,"modesto","us","circle"
"88503",0009-07-20,"modesto","us","circle"
"49747",NA,"mohawk","us","circle"
"13191",0001-12-19,"mojave desert",NA,"circle"
"7186",0010-05-20,"mokena","us","circle"
"35492",NA,"mokena","us","circle"
"49478",NA,"mokena","us","circle"
"6540",NA,"moline","us","circle"
"40827",NA,"moline","us","circle"
"50722",0005-05-19,"molson","us","circle"
"8669",0011-10-20,"moncton (canada)","ca","circle"
"43481",NA,"mondamin","us","circle"
"63574",NA,"monmouth","us","circle"
"524",0010-01-19,"mono lake (area)",NA,"circle"
"87622",0009-03-20,"mono springs",NA,"circle"
"8867",0011-11-20,"monroe","us","circle"
"22461",NA,"monroe","us","circle"
"38397",0003-03-20,"monroe","us","circle"
"54806",NA,"monroe","us","circle"
"56184",NA,"monroe","us","circle"
"59669",0006-04-20,"monroe","us","circle"
"60059",0006-06-20,"monroe","us","circle"
"86649",NA,"monroe","us","circle"
"42557",NA,"monroe twp",NA,"circle"
"43630",NA,"monroeville","us","circle"
"50348",NA,"monroeville","us","circle"
"61299",0007-11-20,"monrovia (liberia)",NA,"circle"
"13049",NA,"montague","us","circle"
"73893",NA,"montauk","us","circle"
"78765",NA,"montauk (town of east hampton)","us","circle"
"37578",NA,"montcalm","us","circle"
"53048",0006-01-19,"montebello","us","circle"
"78627",NA,"montebello","us","circle"
"20357",NA,"montego bay (jamaica)",NA,"circle"
"84641",NA,"montello","us","circle"
"20326",NA,"monterey","us","circle"
"37654",NA,"monterey","us","circle"
"40372",0004-12-20,"monterey","us","circle"
"9576",0011-12-19,"monterey park","us","circle"
"76876",NA,"monterey park","us","circle"
"62998",NA,"monterrey (mexico)",NA,"circle"
"35354",NA,"monterrico (guatamala)",NA,"circle"
"22728",NA,"montevideo (uruguay)",NA,"circle"
"83693",NA,"montevrain (france)",NA,"circle"
"14213",NA,"montgomery","us","circle"
"50693",0005-04-20,"montgomery","us","circle"
"80361",0008-08-20,"montgomery","us","circle"
"45563",0004-09-20,"monticello","us","circle"
"77115",NA,"monticello","us","circle"
"83688",NA,"monticello","us","circle"
"35358",NA,"montoursville","us","circle"
"88542",0009-07-20,"montpelier","us","circle"
"20686",NA,"montreal (canada)","ca","circle"
"24966",0012-04-20,"montreal (canada)","ca","circle"
"30358",NA,"montreal (canada)","ca","circle"
"44802",0004-05-19,"montreal (canada)","ca","circle"
"45735",0005-10-19,"montreal (canada)","ca","circle"
"55691",NA,"montreal (canada)","ca","circle"
"59146",NA,"montreal (canada)","ca","circle"
"75912",NA,"montreal (canada)","ca","circle"
"47134",NA,"montrose","us","circle"
"48182",NA,"montrose","us","circle"
"48233",NA,"montrose","us","circle"
"61899",0007-01-20,"montrose","us","circle"
"88481",0009-07-20,"montrose","us","circle"
"20487",NA,"moonbeam",NA,"circle"
"48354",NA,"moore","us","circle"
"55489",NA,"moore","us","circle"
"69575",0007-04-20,"moore","us","circle"
"69690",0007-04-20,"moore","us","circle"
"35011",NA,"moosic","us","circle"
"594",0010-01-19,"morden&#44 surrey (uk/england)",NA,"circle"
"29459",NA,"morden&#44 surrey (uk/england)",NA,"circle"
"58219",NA,"morden&#44 surrey (uk/england)",NA,"circle"
"4529",NA,"morehead","us","circle"
"22246",NA,"morehead","us","circle"
"28266",0001-09-20,"morehead","us","circle"
"63068",NA,"morehead","us","circle"
"88659",0009-08-20,"morehead","us","circle"
"26457",NA,"morehead city","us","circle"
"17856",0011-08-20,"moreno valley","us","circle"
"21808",NA,"moreno valley","us","circle"
"83368",NA,"moreno valley","us","circle"
"79915",0008-07-19,"morganfield","us","circle"
"81798",0009-01-20,"morgans point resort","us","circle"
"18010",0011-08-20,"morganton","us","circle"
"18716",NA,"morganton","us","circle"
"18740",0012-10-19,"morganton","us","circle"
"23074",NA,"morganton","us","circle"
"145",0010-10-20,"morgantown","us","circle"
"11114",NA,"morgantown","us","circle"
"42632",0004-02-20,"morgantown","us","circle"
"69490",0007-04-20,"morgantown","us","circle"
"74415",NA,"morgantown","us","circle"
"70308",0007-06-20,"morin heights (canada)",NA,"circle"
"11882",NA,"morland to hill city",NA,"circle"
"27542",0001-05-20,"morris plains","us","circle"
"30170",NA,"morristown","us","circle"
"39111",0003-07-20,"morristown","us","circle"
"67138",NA,"morrisville","us","circle"
"76507",NA,"morrisville","us","circle"
"71634",0008-10-20,"morrow","us","circle"
"62013",0007-01-20,"moscow","us","circle"
"47568",NA,"moses lake","us","circle"
"73045",NA,"moses lake","us","circle"
"80747",0009-10-19,"moss point","us","circle"
"3101",NA,"mossel bay (south africa)",NA,"circle"
"65145",NA,"mossel bay (south africa)",NA,"circle"
"69576",0007-04-20,"mossyrock","us","circle"
"66769",NA,"moultrie","us","circle"
"77385",NA,"moultrie","us","circle"
"61319",0007-11-20,"moundsville","us","circle"
"55097",NA,"mount albert (canada)",NA,"circle"
"56917",NA,"mount albert (canada)",NA,"circle"
"57963",NA,"mount albert (canada)",NA,"circle"
"13430",0011-02-20,"mount brydges (canada)",NA,"circle"
"23395",NA,"mount cobb","us","circle"
"18785",0012-10-20,"mount dora","us","circle"
"12738",0001-01-20,"mount ephraim","us","circle"
"12415",0001-01-20,"mount helix park",NA,"circle"
"3309",NA,"mount laurel","us","circle"
"84181",NA,"mount penn","us","circle"
"15794",0011-03-20,"mount pleasant","us","circle"
"17598",0011-07-20,"mount pleasant","us","circle"
"45312",0004-07-20,"mount pleasant","us","circle"
"65455",0007-02-20,"mount pleasant","us","circle"
"70033",0007-05-20,"mount pleasant","us","circle"
"25929",0012-07-20,"mount shasta","us","circle"
"69760",0007-04-20,"mount sinai","us","circle"
"16616",0011-05-20,"mount vernon","us","circle"
"75729",NA,"mount vernon","us","circle"
"18262",NA,"mountain grove","us","circle"
"62191",0007-12-20,"mountain home","us","circle"
"70413",0007-06-20,"mountain home","us","circle"
"77309",NA,"mountain home","us","circle"
"14151",NA,"mountain house","us","circle"
"78495",NA,"mountaindale",NA,"circle"
"28050",0001-08-20,"mountlake terrace (seattle)","us","circle"
"69090",0007-04-20,"moxee",NA,"circle"
"82683",NA,"mt gilead",NA,"circle"
"70174",0007-06-20,"mt laurel","us","circle"
"87659",0009-03-20,"mt. airy","us","circle"
"68137",NA,"mt. chestnut","us","circle"
"79415",0008-05-19,"mt. hood",NA,"circle"
"26557",NA,"mt. laguna","us","circle"
"807",0010-01-20,"mt. morris","us","circle"
"27040",0001-03-20,"mt. morris","us","circle"
"82988",NA,"mt. morris","us","circle"
"46207",0005-01-19,"mt. olive",NA,"circle"
"881",0010-01-20,"mt. pleasant","us","circle"
"12670",0001-01-20,"mt. pleasant","us","circle"
